Ti,Ti_prime,To,a
8.5401,19.235,1.7,10000
19.235,15.647,5.5,10000
15.647,15.666,5,6000
15.666,9.601,4.5,6000
9.601,15.493,3.9,0
15.493,15.643,3.5,6000
15.643,9.6368,3.2,6000
9.6368,19.703,2.7,0
19.703,10.162,3.5,10000
10.162,20.29,4.3,0
20.29,20.847,5,10000
20.847,21.29,4.5,10000
21.29,21.681,4.3,10000
21.681,17.93,3.9,10000
17.93,11.865,3.5,6000
11.865,11.635,3.2,0
11.635,11.451,2.7,0
11.451,17.392,2.2,0
17.392,11.32,1.7,6000
11.32,11.095,1.1,0
11.095,21.125,0.4,0
21.125,21.435,-0.3,10000
21.435,17.676,-1.1,10000
17.676,11.668,-0.3,6000
11.668,21.807,0.4,10000
21.807,17.993,1.1,10000
17.993,17.885,0.5,6000
17.885,11.762,0,6000
11.762,17.363,-0.6,0
17.363,17.232,-2,6000
17.232,11.019,-3.4,6000
11.019,20.978,-5,0
20.978,11.76,-3.2,10000
11.76,21.996,-1.6,0
21.996,22.631,0,10000
22.631,23.101,0.6,10000
23.101,23.549,1.1,10000
23.549,19.855,1.7,10000
19.855,13.839,1.5,6000
13.839,13.627,1.2,0
13.627,13.528,1.1,0
13.528,19.487,1.1,0
19.487,13.559,1.1,6000
13.559,13.379,1.1,0
13.379,23.321,1.2,0
23.321,23.599,1.5,10000
23.599,19.703,1.7,10000
19.703,13.603,0.8,6000
13.603,23.273,0.2,10000
23.273,19.507,-0.6,10000
19.507,19.427,-1,6000
19.427,13.391,-1.6,6000
13.391,19.095,-2.2,0
19.095,19.167,-2.5,6000
19.167,13.169,-2.7,6000
13.169,22.536,-3.2,0
22.536,12.638,-4.5,10000
12.638,21.775,-5.8,0
21.775,21.683,-7.1,10000
21.683,21.409,-9.1,10000
21.409,21.159,-11.1,10000
21.159,17.084,-13.3,10000
17.084,10.863,-14.3,6000
10.863,10.185,-15.5,0
10.185,9.8796,-16.7,0
9.8796,15.551,-17,0
15.551,9.7986,-17.2,6000
9.7986,9.4165,-17.7,0
9.4165,18.723,-18.7,0
18.723,18.739,-19.8,10000
18.739,14.626,-21.1,10000
14.626,8.2963,-22.8,6000
8.2963,17.152,-24.7,10000
17.152,13.328,-26.7,10000
13.328,13.164,-26.7,6000
13.164,7.1971,-26.8,6000
7.1971,12.743,-27.2,0
12.743,12.936,-25.7,6000
12.936,7.2184,-24.5,6000
7.2184,16.676,-23.2,0
16.676,7.4316,-21.7,10000
7.4316,16.904,-20.2,0
16.904,17.374,-18.8,10000
17.374,17.804,-17.5,10000
17.804,18.216,-16.2,10000
18.216,14.45,-15,10000
14.45,8.543,-15.1,6000
8.543,8.1914,-15.3,0
8.1914,7.9791,-15.6,0
7.9791,13.582,-15.3,0
13.582,7.8145,-15.1,6000
7.8145,7.5244,-15,0
7.5244,16.817,-14.6,0
16.817,16.999,-14.5,10000
16.999,13.333,-14.3,10000
13.333,7.5964,-14.1,6000
7.5964,17.039,-14,10000
17.039,13.516,-13.8,10000
13.516,13.639,-13.6,6000
13.639,7.8125,-13.3,6000
7.8125,13.372,-13.3,0
13.372,13.49,-14,6000
13.49,7.5223,-14.6,6000
7.5223,17.07,-15.6,0
17.07,7.433,-15.6,10000
7.433,16.951,-15.8,0
16.951,17.403,-16.1,10000
17.403,17.822,-15.6,10000
17.822,18.261,-15.3,10000
18.261,14.686,-15,10000
14.686,8.7077,-16,6000
8.7077,8.2515,-17.1,0
8.2515,8.176,-18.2,0
8.176,14.132,-17.2,0
14.132,8.4542,-16.3,6000
8.4542,8.2176,-15.6,0
8.2176,17.799,-15.5,0
17.799,17.955,-15.5,10000
17.955,14.222,-15.6,10000
14.222,8.2227,-15.1,6000
8.2227,17.894,-14.6,10000
17.894,14.18,-14.3,10000
14.18,14.037,-14.3,6000
14.037,8.0742,-14.3,6000
8.0742,13.698,-14.3,0
13.698,13.718,-14.5,6000
13.718,7.6396,-14.6,6000
7.6396,17.272,-15,0
17.272,7.7205,-14.8,10000
7.7205,17.258,-14.8,0
17.258,17.597,-15,10000
17.597,17.966,-14.5,10000
17.966,18.223,-14.1,10000
18.223,14.322,-13.8,10000
14.322,8.2658,-14.1,6000
8.2658,7.8216,-14.5,0
7.8216,7.4801,-15,0
7.4801,13.051,-15.5,0
13.051,7.0616,-16,6000
7.0616,6.4944,-16.7,0
6.4944,15.477,-18.3,0
15.477,15.154,-20.2,10000
15.154,11.413,-22.2,10000
11.413,5.5475,-21.6,6000
5.5475,14.973,-21,10000
14.973,11.262,-20.6,10000
11.262,11.091,-20.8,6000
11.091,5.1317,-21.2,6000
5.1317,10.723,-21.7,0
10.723,10.835,-21,6000
10.835,5.1683,-20.5,6000
5.1683,14.937,-20,0
14.937,6.0052,-17.7,10000
6.0052,16.09,-15.3,0
16.09,16.847,-13.3,10000
16.847,17.588,-12.1,10000
17.588,18.317,-11,10000
18.317,14.798,-10,10000
14.798,8.9224,-10.1,6000
8.9224,8.6561,-10.3,0
8.6561,8.435,-10.6,0
8.435,14.177,-10.5,0
14.177,8.2592,-10.5,6000
8.2592,8.098,-10.6,0
8.098,17.991,-10.3,0
17.991,18.385,-10.1,10000
18.385,14.483,-10,10000
14.483,8.2697,-10.8,6000
8.2697,17.828,-11.8,10000
17.828,14.308,-12.8,10000
14.308,14.508,-11.8,6000
14.508,8.6467,-10.8,6000
8.6467,14.557,-10,0
14.557,14.695,-9.6,6000
14.695,8.7113,-9.5,6000
8.7113,18.69,-9.3,0
18.69,9.1926,-8,10000
9.1926,19.317,-6.8,0
19.317,19.931,-5.5,10000
19.931,20.462,-5.3,10000
20.462,20.93,-5,10000
20.93,17.138,-5,10000
17.138,11.094,-6,6000
11.094,10.6,-7,0
10.6,10.269,-8.3,0
10.269,15.893,-9,0
15.893,9.8176,-9.6,6000
9.8176,9.3327,-10.6,0
9.3327,18.596,-10.8,0
18.596,18.434,-11.1,10000
18.434,14.737,-11.6,10000
14.737,8.9582,-11.1,6000
8.9582,18.403,-10.8,10000
18.403,14.76,-10.6,10000
14.76,14.677,-10.6,6000
14.677,8.8016,-10.8,6000
8.8016,14.516,-11.1,0
14.516,14.779,-11,6000
14.779,8.9912,-11,6000
8.9912,18.812,-11.1,0
18.812,9.5179,-9.8,10000
9.5179,19.357,-8.8,0
19.357,20.098,-7.8,10000
20.098,20.854,-6.5,10000
20.854,21.489,-5.4,10000
21.489,17.885,-4.4,10000
17.885,11.827,-4.6,6000
11.827,11.577,-5,0
11.577,11.399,-5.5,0
11.399,17.317,-5.5,0
17.317,11.347,-5.5,6000
11.347,11.103,-5.5,0
11.103,21.009,-5.6,0
21.009,21.266,-5.8,10000
21.266,17.174,-6,10000
17.174,10.816,-7.3,6000
25.769,16.335,-4.8,10000
16.335,16.189,-4,0
16.189,16.135,-3.5,0
16.135,26.098,-3,0
26.098,26.154,-2.7,10000
26.154,26.234,-2.5,10000
26.234,26.48,-2.2,10000
26.48,26.636,-1.8,10000
26.636,17.041,-1.7,10000
17.041,22.811,-1.7,0
22.811,17.029,-1.3,6000
17.029,16.803,-1.2,0
16.803,22.44,-1.1,0
22.44,16.641,-1.6,6000
16.641,26.063,-2,0
26.063,16.465,-2.7,10000
16.465,25.851,-3,0
25.851,22.1,-3.4,10000
22.1,22.031,-3.9,6000
22.031,22.028,-4,6000
22.028,25.72,-4,6000
25.72,25.851,-4.4,10000
25.851,22.134,-4.3,10000
22.134,25.932,-4.3,10000
25.932,16.369,-4.4,10000
16.369,15.998,-4.6,0
15.998,15.689,-5,0
15.689,25.05,-5.5,0
25.05,25.022,-6.5,10000
25.022,24.966,-7.6,10000
24.966,25.429,-8.8,10000
25.429,26.052,-7.3,10000
26.052,16.887,-5.8,10000
16.887,22.855,-4.4,0
22.855,17.285,-3.4,6000
17.285,17.259,-2.5,0
17.259,23.098,-1.7,0
23.098,17.233,-2.9,6000
17.233,26.802,-4.1,0
26.802,17.073,-5.5,10000
17.073,26.558,-5.9,0
26.558,22.751,-6.1,10000
22.751,22.351,-6.6,6000
22.351,22.03,-7.9,6000
22.03,25.425,-9.1,6000
25.425,25.733,-10.6,10000
25.733,22.294,-9.6,10000
22.294,26.339,-8.6,10000
26.339,16.974,-7.8,10000
16.974,16.893,-6.5,0
16.893,16.947,-5.4,0
16.947,26.878,-4.4,0
26.878,27.147,-3.2,10000
27.147,27.354,-2,10000
27.354,27.505,-1.1,10000
27.505,27.75,0.4,10000
27.75,18.43,1.7,10000
18.43,24.215,3.2,0
24.215,18.652,3.2,6000
18.652,18.682,3.2,0
18.682,24.4,3.2,0
24.4,18.621,2.7,6000
18.621,28.006,2.2,0
28.006,18.335,1.7,10000
18.335,27.578,-0.6,0
27.578,23.726,-3,10000
23.726,23.639,-5.5,6000
23.639,23.619,-5.5,6000
23.619,27.512,-5.5,6000
27.512,27.696,-5.5,10000
27.696,23.863,-5.3,10000
23.863,27.71,-5,10000
27.71,17.882,-5,10000
17.882,17.378,-5.5,0
17.378,16.918,-6.4,0
16.918,26.379,-7.1,0
26.379,26.477,-7.6,10000
26.477,26.541,-8.1,10000
26.541,27.023,-8.8,10000
27.023,27.648,-7.3,10000
27.648,18.412,-5.8,10000
18.412,24.324,-4.4,0
24.324,18.517,-4,6000
18.517,18.258,-4,0
18.258,23.923,-3.9,0
23.923,17.942,-4.6,6000
17.942,27.146,-5.6,0
27.146,17.382,-6.6,10000
17.382,26.506,-7,0
26.506,22.593,-7.3,10000
22.593,22.402,-7.8,6000
22.402,22.362,-7.5,6000
22.362,26.035,-7.3,6000
26.035,26.018,-7.1,10000
26.018,22.284,-7,10000
22.284,25.955,-7,10000
25.955,16.505,-7.1,10000
16.505,16.048,-7.3,0
16.048,15.71,-7.5,0
15.71,24.95,-7.8,0
24.95,25.092,-7.6,10000
25.092,25.223,-7.6,10000
25.223,25.246,-7.8,10000
25.246,25.262,-8.1,10000
25.262,15.842,-8.3,10000
15.842,21.31,-8.8,0
21.31,15.606,-9.1,6000
15.606,15.349,-9.5,0
15.349,20.819,-10,0
20.819,14.898,-10.6,6000
14.898,24.132,-11.3,0
24.132,14.589,-12.1,10000
14.589,23.899,-12.5,0
23.899,20.136,-12.8,10000
20.136,20.126,-13.3,6000
20.126,20.147,-13.3,6000
20.147,24.041,-13.6,6000
24.041,24.111,-13.8,10000
24.111,20.121,-14.1,10000
20.121,23.738,-14.5,10000
23.738,13.929,-15,10000
13.929,13.292,-16.2,0
13.292,12.624,-17.5,0
12.624,21.662,-18.8,0
21.662,21.524,-19.7,10000
21.524,21.297,-20.7,10000
21.297,21.279,-21.7,10000
21.279,21.315,-21.6,10000
21.315,11.726,-21.6,10000
11.726,17.343,-21.7,0
17.343,11.784,-21.2,6000
11.784,11.763,-20.8,0
11.763,17.379,-20.6,0
17.379,11.521,-21,6000
11.521,20.526,-21.6,0
20.526,10.904,-22.2,10000
10.904,19.821,-22.7,0
19.821,15.914,-23.6,10000
15.914,15.683,-24.3,6000
15.683,15.416,-25.1,6000
15.416,18.825,-25.7,6000
18.825,18.696,-26.7,10000
18.696,14.895,-27.1,10000
14.895,18.414,-27.7,10000
18.414,8.9878,-28.2,10000
8.9878,8.5895,-28.2,0
8.5895,8.3684,-28.2,0
8.3684,17.526,-28.2,0
17.526,17.419,-29,10000
17.419,17.196,-29.7,10000
17.196,17.571,-30.6,10000
17.571,18.076,-28.3,10000
18.076,8.9505,-26.3,10000
8.9505,14.784,-24.3,0
14.784,9.2266,-23.3,6000
9.2266,9.228,-22.5,0
9.228,14.966,-21.7,0
14.966,9.1195,-22,6000
9.1195,18.48,-22.2,0
18.48,8.7785,-22.7,10000
8.7785,18.051,-23.1,0
18.051,14.199,-23.3,10000
14.199,14.102,-23.8,6000
14.102,14.087,-22.7,6000
14.087,17.91,-21.6,6000
17.91,18.43,-20.6,10000
18.43,15.115,-18.2,10000
15.115,19.398,-16,10000
19.398,9.9754,-13.8,10000
9.9754,9.7701,-12.8,0
9.7701,9.6779,-11.8,0
9.6779,19.769,-11.1,0
19.769,20.412,-9.1,10000
20.412,20.943,-7.3,10000
20.943,21.264,-5.5,10000
21.264,21.597,-3,10000
21.597,12.349,-0.6,10000
12.349,18.115,1.7,0
18.115,12.486,1.5,6000
12.486,12.399,1.2,0
12.399,18.202,1.1,0
18.202,12.373,0.4,6000
12.373,22.028,-0.3,0
22.028,12.354,-1.1,10000
12.354,21.982,-1.6,0
21.982,18.219,-2,10000
18.219,18.145,-2.7,6000
18.145,18.144,-2.2,6000
18.144,21.964,-2,6000
21.964,21.81,-1.7,10000
21.81,17.689,-4,10000
17.689,21.109,-6.4,10000
21.109,11.516,-8.8,10000
11.516,11.236,-9.1,0
11.236,11.029,-9.5,0
11.029,20.705,-10,0
20.705,20.917,-10.1,10000
20.917,21.099,-10.3,10000
21.099,21.433,-10.6,10000
21.433,21.855,-9.6,10000
21.855,12.389,-8.6,10000
12.389,18.494,-7.8,0
18.494,13.106,-6.5,6000
13.106,13.313,-5.4,0
13.313,19.102,-4.4,0
19.102,12.925,-6.5,6000
12.925,22.214,-8.8,0
22.214,12.334,-11.1,10000
12.334,21.663,-11.6,0
21.663,17.704,-12.1,10000
17.704,17.7,-12.8,6000
17.7,17.689,-12.6,6000
17.689,21.497,-12.6,6000
21.497,21.646,-12.8,10000
21.646,17.866,-12.6,10000
17.866,21.54,-12.6,10000
21.54,11.934,-12.8,10000
11.934,11.566,-12.5,0
11.566,11.348,-12.3,0
11.348,20.821,-12.1,0
20.821,20.957,-12.3,10000
20.957,20.99,-12.5,10000
20.99,21.35,-12.8,10000
21.35,21.788,-11.3,10000
21.788,12.536,-10.1,10000
12.536,18.511,-8.8,0
18.511,13.067,-7.9,6000
13.067,13.205,-6.9,0
13.205,19.089,-6,0
19.089,13.293,-6.4,6000
13.293,22.727,-6.6,0
22.727,13.218,-7.1,10000
13.218,22.758,-6.9,0
22.758,19.103,-6.8,10000
19.103,19.235,-6.6,6000
19.235,19.309,-6.1,6000
19.309,23.404,-5.9,6000
23.404,23.559,-5.5,10000
23.559,19.814,-5.9,10000
19.814,23.678,-6.1,10000
23.678,13.961,-6.6,10000
13.961,13.66,-6.8,0
13.66,13.505,-6.9,0
13.505,23.71,-7.1,0
23.71,24.366,-3.5,10000
24.366,25.018,-0.1,10000
25.018,25.33,3.2,10000
25.33,25.512,3.2,10000
25.512,15.896,3.2,10000
15.896,21.8,3.2,0
21.8,16.14,2.9,6000
16.14,16.049,2.5,0
16.049,21.972,2.2,0
21.972,16.07,2,6000
16.07,25.851,1.8,0
25.851,16.053,1.7,10000
16.053,25.598,0.6,0
25.598,21.684,-0.5,10000
21.684,21.591,-1.7,6000
21.591,21.506,-2,6000
21.506,25.276,-2.7,6000
25.276,25.607,-3.2,10000
25.607,22.072,-2.7,10000
22.072,26.146,-2,10000
26.146,16.471,-1.7,10000
16.471,16.219,-1.6,0
16.219,16.103,-1.6,0
16.103,26.043,-1.7,0
26.043,26.341,-1.6,10000
26.341,26.518,-1.6,10000
26.518,26.684,-1.7,10000
26.684,26.771,-0.1,10000
26.771,17.267,1.2,10000
17.267,22.871,2.7,0
22.871,17.149,2.4,6000
17.149,16.993,2,0
16.993,22.797,1.7,0
22.797,17.254,0.4,6000
17.254,27.228,-0.8,0
27.228,17.466,-2.2,10000
17.466,27.078,-2.7,0
27.078,23.227,-3.2,10000
23.227,23.061,-3.9,6000
23.061,22.947,-4,6000
22.947,26.688,-4,6000
26.688,26.93,-4.4,10000
26.93,23.169,-3.7,10000
23.169,27.14,-3.2,10000
27.14,17.517,-2.7,10000
17.517,17.277,-2.5,0
17.277,17.03,-2.2,0
17.03,26.823,-2.2,0
26.823,27.124,-1.8,10000
27.124,27.284,-1.7,10000
27.284,27.358,-1.7,10000
27.358,27.397,-1.6,10000
27.397,17.602,-1.6,10000
17.602,23.322,-1.7,0
23.322,17.757,-1.3,6000
17.757,17.742,-1.2,0
17.742,23.515,-1.1,0
23.515,17.572,-2,6000
17.572,27.008,-3.2,0
27.008,17.403,-4.4,10000
17.403,27.079,-4,0
27.079,23.419,-4,10000
23.419,23.294,-3.9,6000
23.294,23.044,-4.5,6000
23.044,26.761,-5.3,6000
26.761,26.726,-6,10000
26.726,22.637,-6.9,10000
22.637,26.221,-7.9,10000
26.221,16.451,-8.8,10000
16.451,15.829,-9.6,0
15.829,15.344,-10.6,0
15.344,24.808,-11.6,0
24.808,25.198,-11,10000
25.198,25.422,-10.5,10000
25.422,25.634,-10,10000
25.634,25.972,-10.1,10000
25.972,16.399,-10.3,10000
16.399,22.096,-10.6,0
22.096,16.313,-9.8,6000
16.313,16.198,-9.3,0
16.198,21.854,-8.8,0
21.854,15.888,-10.1,6000
15.888,24.943,-11.3,0
24.943,15.34,-12.8,10000
15.34,24.51,-13.3,0
24.51,20.592,-14.1,10000
20.592,20.368,-15,6000
20.368,20.188,-16,6000
20.188,23.861,-17.1,6000
23.861,23.898,-18.2,10000
23.898,20.099,-17.5,10000
20.099,23.803,-16.7,10000
23.803,14.389,-16.1,10000
14.389,14.13,-15.1,0
14.13,13.912,-14.1,0
13.912,23.363,-13.3,0
23.363,23.587,-12.3,10000
23.587,23.685,-11.3,10000
23.685,24.039,-10.6,10000
24.039,24.524,-9.1,10000
24.524,15.272,-7.9,10000
15.272,21.18,-6.6,0
21.18,15.814,-4.9,6000
15.814,15.93,-3.2,0
15.93,22.081,-1.7,0
22.081,16.531,-0.3,6000
16.531,26.644,0.8,0
26.644,16.948,2.2,10000
16.948,26.665,2.2,0
26.665,22.922,2.2,10000
22.922,21.892,2.2,6000
21.892,20.339,-2.2,6000
20.339,22.357,-7,6000
22.357,21.871,-11.6,10000
21.871,18.083,-13.1,10000
18.083,21.407,-14.5,10000
21.407,11.978,-16.1,10000
11.978,11.399,-17.2,0
11.399,10.979,-18.6,0
10.979,20.064,-20,0
20.064,20.137,-19.8,10000
20.137,20.224,-19.8,10000
20.224,20.362,-20,10000
20.362,20.535,-20.1,10000
20.535,11.2,-20.2,10000
11.2,16.701,-20.6,0
16.701,11.117,-20.2,6000
11.117,10.868,-20.1,0
10.868,16.351,-20,0
16.351,10.533,-20.1,6000
10.533,19.672,-20.2,0
19.672,10.319,-20.6,10000
10.319,19.699,-20.5,0
19.699,15.996,-20.5,10000
15.996,15.756,-20.6,6000
15.756,15.486,-21.2,6000
15.486,19.031,-22,6000
19.031,18.667,-22.7,10000
18.667,14.545,-24.7,10000
14.545,17.729,-26.7,10000
17.729,8.0779,-28.8,10000
8.0779,7.4677,-29.7,0
7.4677,7.0279,-30.7,0
7.0279,15.882,-31.7,0
15.882,15.316,-32.7,10000
15.316,14.711,-33.7,10000
14.711,15.115,-35,10000
15.115,15.63,-33,10000
15.63,6.8464,-31.2,10000
6.8464,12.395,-29.3,0
12.395,6.7443,-28.6,6000
6.7443,6.5766,-27.7,0
6.5766,12.054,-27.2,0
12.054,6.349,-27.5,6000
6.349,15.327,-27.7,0
15.327,5.9128,-28.2,10000
5.9128,14.731,-28.2,0
14.731,10.973,-28.2,10000
10.973,11.028,-28.2,6000
11.028,11.202,-27.5,6000
11.202,15.137,-26.7,6000
15.137,15.385,-26.1,10000
15.385,11.762,-25.2,10000
11.762,15.716,-24.5,10000
15.716,6.2504,-23.8,10000
6.2504,5.9256,-23.6,0
5.9256,5.6613,-23.3,0
5.6613,15.148,-23.2,0
15.148,15.303,-23.2,10000
15.303,15.35,-23.2,10000
15.35,15.741,-23.2,10000
15.741,16.283,-22.1,10000
16.283,7.0794,-21,10000
7.0794,13.241,-20,0
13.241,7.8542,-18.3,6000
7.8542,8.0938,-17,0
8.0938,13.919,-15.6,0
13.919,7.9591,-16.3,6000
7.9591,17.261,-17.2,0
17.261,7.5881,-18.2,10000
7.5881,17.027,-17.5,0
17.027,13.316,-16.7,10000
13.316,13.265,-16.1,6000
13.265,13.215,-15.3,6000
13.215,17.1,-14.8,6000
17.1,17.135,-14.3,10000
17.135,13.363,-14.3,10000
13.363,17.134,-14.3,10000
17.134,7.5285,-14.3,10000
7.5285,7.1887,-14.3,0
7.1887,6.9562,-14.3,0
6.9562,16.323,-14.3,0
16.323,16.572,-14.5,10000
16.572,16.618,-14.6,10000
16.618,16.579,-15,10000
16.579,16.625,-15.1,10000
16.625,7.0252,-15.3,10000
7.0252,12.587,-15.6,0
12.587,7.0313,-14.6,6000
7.0313,6.8916,-14,0
6.8916,12.608,-13.3,0
12.608,7.0209,-12.6,6000
7.0209,16.452,-12.1,0
16.452,7.2942,-11.6,10000
7.2942,16.908,-10.8,0
16.908,13.629,-10.1,10000
13.629,13.966,-9.3,6000
13.966,14.249,-8.1,6000
14.249,18.498,-7,6000
18.498,19.443,-6,10000
19.443,16.431,-2,10000
16.431,21.233,1.7,10000
21.233,11.501,5.5,10000
11.501,11.22,5,0
11.22,11.035,4.5,0
11.035,20.964,3.9,0
20.964,21.268,3.5,10000
21.268,21.503,3.2,10000
21.503,21.829,2.7,10000
21.829,22.278,3.5,10000
22.278,12.677,4.3,10000
12.677,18.697,5,0
18.697,12.926,4.5,6000
12.926,12.849,4.3,0
12.849,18.902,3.9,0
18.902,12.955,3.5,6000
12.955,22.865,3.2,0
22.865,13,2.7,10000
13,22.809,2.2,0
22.809,18.97,1.7,10000
18.97,19.006,1.1,6000
19.006,19.07,0.4,6000
19.07,23.14,-0.3,6000
23.14,23.438,-1.1,10000
23.438,19.693,-0.3,10000
19.693,23.881,0.4,10000
23.881,13.939,1.1,10000
13.939,13.551,0.5,0
13.551,13.256,0,0
13.256,22.826,-0.6,0
22.826,22.829,-2,10000
22.829,22.687,-3.4,10000
22.687,23.111,-5,10000
23.111,23.784,-3.2,10000
23.784,14.47,-1.6,10000
14.47,20.552,0,0
20.552,14.892,0.6,6000
14.892,14.903,1.1,0
14.903,20.876,1.7,0
20.876,14.969,1.5,6000
14.969,24.758,1.2,0
24.758,15.104,1.1,10000
15.104,24.912,1.1,0
24.912,21.233,1.1,10000
21.233,21.278,1.1,6000
21.278,21.329,1.2,6000
21.329,25.315,1.5,6000
25.315,25.396,1.7,10000
25.396,21.515,0.8,10000
21.515,25.33,0.2,10000
25.33,15.549,-0.6,10000
15.549,15.183,-1,0
15.183,14.906,-1.6,0
14.906,24.556,-2.2,0
24.556,24.773,-2.5,10000
24.773,24.849,-2.7,10000
24.849,24.673,-3.2,10000
24.673,24.422,-4.5,10000
24.422,14.491,-5.8,10000
14.491,19.709,-7.1,0
19.709,13.539,-9.1,6000
13.539,12.905,-11.1,0
12.905,18.124,-13.3,0
18.124,11.981,-14.3,6000
11.981,20.766,-15.5,0
20.766,11.364,-16.7,10000
11.364,20.73,-17,0
20.73,17.123,-17.2,10000
17.123,16.954,-17.7,6000
16.954,16.778,-18.7,6000
16.778,20.392,-19.8,6000
20.392,20.115,-21.1,10000
20.115,15.898,-22.8,10000
15.898,19.095,-24.7,10000
19.095,9.4801,-26.7,10000
9.4801,9.0509,-26.7,0
9.0509,8.6473,-26.8,0
8.6473,18,-27.2,0
18,18.337,-25.7,10000
18.337,18.508,-24.5,10000
18.508,18.704,-23.2,10000
18.704,18.941,-21.7,10000
18.941,9.6608,-20.2,10000
9.6608,15.378,-18.8,0
15.378,9.9264,-17.5,6000
9.9264,9.9303,-16.2,0
9.9303,15.448,-15,0
15.448,9.6245,-15.1,6000
9.6245,18.843,-15.3,0
18.843,9.4449,-15.6,10000
9.4449,18.743,-15.3,0
18.743,15.105,-15.1,10000
15.105,14.995,-15,6000
14.995,14.853,-14.6,6000
14.853,18.601,-14.5,6000
18.601,18.746,-14.3,10000
18.746,15.153,-14.1,10000
15.153,18.954,-14,10000
18.954,9.6054,-13.8,10000
9.6054,9.4406,-13.6,0
9.4406,9.2423,-13.3,0
9.2423,18.673,-13.3,0
18.673,18.962,-14,10000
18.962,19.032,-14.6,10000
19.032,19.134,-15.6,10000
19.134,19.151,-15.6,10000
19.151,9.57,-15.8,10000
9.57,15.352,-16.1,0
15.352,9.8095,-15.6,6000
9.8095,9.8457,-15.3,0
9.8457,15.673,-15,0
15.673,9.7843,-16,6000
9.7843,19.028,-17.1,0
19.028,9.6597,-18.2,10000
9.6597,19.398,-17.2,0
19.398,15.948,-16.3,10000
15.948,15.936,-15.6,6000
15.936,15.789,-15.5,6000
15.789,19.606,-15.5,6000
19.606,19.811,-15.6,10000
19.811,15.997,-15.1,10000
15.997,19.882,-14.6,10000
19.882,10.205,-14.3,10000
10.205,9.7897,-14.3,0
9.7897,9.5328,-14.3,0
9.5328,19.068,-14.3,0
19.068,19.232,-14.5,10000
19.232,19.146,-14.6,10000
19.146,19.351,-15,10000
19.351,19.512,-14.8,10000
19.512,9.8518,-14.8,10000
9.8518,15.546,-15,0
15.546,9.8856,-14.5,6000
9.8856,9.7199,-14.1,0
9.7199,15.319,-13.8,0
15.319,9.3585,-14.1,6000
9.3585,18.666,-14.5,0
18.666,8.9738,-15,10000
8.9738,18.287,-15.5,0
18.287,14.455,-16,10000
14.455,14.072,-16.7,6000
14.072,13.502,-18.3,6000
13.502,16.768,-20.2,6000
16.768,16.861,-22.2,10000
16.861,13.116,-21.6,10000
13.116,16.894,-21,10000
16.894,7.3702,-20.6,10000
7.3702,6.9345,-20.8,0
6.9345,6.5551,-21.2,0
6.5551,15.973,-21.7,0
15.973,16.227,-21,10000
16.227,16.521,-20.5,10000
16.521,16.966,-20,10000
16.966,17.661,-17.7,10000
17.661,8.6982,-15.3,10000
8.6982,14.785,-13.3,0
14.785,9.5165,-12.1,6000
9.5165,9.7911,-11,0
9.7911,15.778,-10,0
15.778,10.001,-10.1,6000
10.001,19.57,-10.3,0
19.57,9.9325,-10.6,10000
9.9325,19.456,-10.5,0
19.456,15.732,-10.5,10000
15.732,15.814,-10.6,6000
15.814,15.961,-10.3,6000
15.961,20.051,-10.1,6000
20.051,20.129,-10,10000
20.129,16.13,-10.8,10000
16.13,19.836,-11.8,10000
19.836,10.282,-12.8,10000
10.282,10.175,-11.8,0
10.175,10.129,-10.8,0
10.129,20.048,-10,0
20.048,20.342,-9.6,10000
20.342,20.543,-9.5,10000
20.543,20.848,-9.3,10000
20.848,21.251,-8,10000
21.251,11.806,-6.8,10000
11.806,17.859,-5.5,0
17.859,12.29,-5.3,6000
12.29,12.337,-5,0
12.337,18.153,-5,0
18.153,12.208,-6,6000
12.208,21.522,-7,0
21.522,11.794,-8.3,10000
11.794,21.192,-9,0
21.192,17.293,-9.6,10000
17.293,16.964,-10.6,6000
16.964,16.635,-10.8,6000
16.635,20.064,-11.1,6000
20.064,20.191,-11.6,10000
20.191,16.546,-11.1,10000
16.546,20.342,-10.8,10000
20.342,10.883,-10.6,10000
10.883,10.533,-10.6,0
10.533,10.243,-10.8,0
10.243,19.816,-11.1,0
19.816,20.258,-11,10000
20.258,20.511,-11,10000
20.511,20.899,-11.1,10000
20.899,21.339,-9.8,10000
21.339,11.951,-8.8,10000
11.951,18.042,-7.8,0
18.042,12.699,-6.5,6000
12.699,12.857,-5.4,0
12.857,18.895,-4.4,0
18.895,12.946,-4.6,6000
12.946,22.744,-5,0
22.744,12.97,-5.5,10000
12.97,22.737,-5.5,0
22.737,19.02,-5.5,10000
19.02,19,-5.5,6000
19,19.002,-5.6,6000
19.002,22.984,-5.8,6000
22.984,22.877,-6,10000
22.877,18.704,-7.3,10000
25.769,26.328,-4.8,10000
26.328,22.674,-4,10000
22.674,22.795,-3.5,6000
22.795,22.924,-3,6000
22.924,22.767,-2.7,6000
22.767,16.767,-2.5,6000
16.767,26.498,-2.2,0
26.498,26.743,-1.8,10000
26.743,26.982,-1.7,10000
26.982,17.43,-1.7,10000
17.43,23.103,-1.3,0
23.103,27.025,-1.2,6000
27.025,17.416,-1.1,10000
17.416,17.135,-1.6,0
17.135,26.591,-2,0
26.591,16.999,-2.7,10000
