Ti,Ti_prime,To,a
28.697,29.223,-5.4,10000
29.223,29.502,-4.4,10000
29.502,29.633,-3.2,10000
29.633,29.802,-2,10000
29.802,26.034,-1.1,10000
26.034,29.946,0.4,6000
29.946,26.484,1.7,10000
26.484,26.641,3.2,6000
26.641,30.66,3.2,6000
30.66,31.1,3.2,10000
31.1,31.223,3.2,10000
31.223,27.483,2.7,10000
27.483,27.375,2.2,6000
27.375,27.155,1.7,6000
27.155,21.086,-0.6,6000
21.086,26.478,-3,0
26.478,30.332,-5.5,6000
30.332,30.444,-5.5,10000
30.444,30.522,-5.5,10000
30.522,20.865,-5.5,10000
20.865,26.373,-5.3,0
26.373,30.252,-5,10000
30.252,20.446,-5,10000
20.446,29.613,-5.5,0
29.613,29.476,-6.4,10000
29.476,29.506,-7.1,10000
29.506,29.481,-7.6,10000
29.481,29.512,-8.1,10000
29.512,26.112,-8.8,10000
26.112,30.422,-7.3,6000
30.422,27.214,-5.8,10000
27.214,27.371,-4.4,6000
27.371,31.303,-4,6000
31.303,31.343,-4,10000
31.343,31.361,-3.9,10000
31.361,27.439,-4.6,10000
27.439,27.048,-5.6,6000
27.048,26.696,-6.6,6000
26.696,20.624,-7,6000
20.624,25.793,-7.3,0
25.793,29.396,-7.8,6000
29.396,29.465,-7.5,10000
29.465,29.413,-7.3,10000
29.413,19.892,-7.1,10000
19.892,25.187,-7,0
25.187,28.866,-7,10000
28.866,19.444,-7.1,10000
19.444,28.347,-7.3,0
28.347,28.336,-7.5,10000
28.336,28.379,-7.8,10000
28.379,28.406,-7.6,10000
28.406,28.501,-7.6,10000
28.501,24.743,-7.8,10000
24.743,28.307,-8.1,6000
28.307,24.633,-8.3,10000
24.633,24.583,-8.8,6000
24.583,28.338,-9.1,6000
28.338,28.47,-9.5,10000
28.47,28.421,-10,10000
28.421,24.523,-10.6,10000
24.523,24.331,-11.3,6000
24.331,24.134,-12.1,6000
24.134,18.316,-12.5,6000
18.316,23.639,-12.8,0
23.639,27.476,-13.3,6000
27.476,27.634,-13.3,10000
27.634,27.774,-13.6,10000
27.774,18.14,-13.8,10000
18.14,23.355,-14.1,0
23.355,26.979,-14.5,10000
26.979,17.2,-15,10000
17.2,26.082,-16.2,0
26.082,25.698,-17.5,10000
25.698,25.408,-18.8,10000
25.408,25.141,-19.7,10000
25.141,24.86,-20.7,10000
24.86,21.044,-21.7,10000
21.044,24.639,-21.6,6000
24.639,20.776,-21.6,10000
20.776,20.875,-21.7,6000
20.875,24.746,-21.2,6000
24.746,25.116,-20.8,10000
25.116,25.22,-20.6,10000
25.22,21.382,-21,10000
21.382,20.964,-21.6,6000
20.964,20.612,-22.2,6000
20.612,14.537,-22.7,6000
14.537,19.609,-23.6,0
19.609,23.159,-24.3,6000
23.159,22.992,-25.1,10000
22.992,22.686,-25.7,10000
22.686,13.068,-26.7,10000
13.068,18.293,-27.1,0
18.293,21.81,-27.7,10000
21.81,12.43,-28.2,10000
12.43,21.486,-28.2,0
21.486,21.654,-28.2,10000
21.654,21.479,-28.2,10000
21.479,21.241,-29,10000
21.241,20.962,-29.7,10000
20.962,17.525,-30.6,10000
17.525,21.625,-28.3,6000
21.625,18.362,-26.3,10000
18.362,18.578,-24.3,6000
18.578,22.612,-23.3,6000
22.612,22.998,-22.5,10000
22.998,23.137,-21.7,10000
23.137,19.352,-22,10000
19.352,19.142,-22.2,6000
19.142,18.889,-22.7,6000
18.889,12.877,-23.1,6000
12.877,18.173,-23.3,0
18.173,21.92,-23.8,6000
21.92,22.003,-22.7,10000
22.003,22.048,-21.6,10000
22.048,12.893,-20.6,10000
12.893,18.793,-18.2,0
18.793,23.096,-16,10000
23.096,13.729,-13.8,10000
13.729,23.212,-12.8,0
23.212,23.505,-11.8,10000
23.505,24.08,-11.1,10000
24.08,24.602,-9.1,10000
24.602,25.098,-7.3,10000
25.098,21.456,-5.5,10000
21.456,25.42,-3,6000
25.42,21.973,-0.6,10000
21.973,22.117,1.7,6000
22.117,26.066,1.5,6000
26.066,26.385,1.2,10000
26.385,26.638,1.1,10000
26.638,22.921,0.4,10000
22.921,22.922,-0.3,6000
22.922,22.848,-1.1,6000
22.848,16.94,-1.6,6000
16.94,22.476,-2,0
22.476,26.283,-2.7,6000
26.283,26.36,-2.2,10000
26.36,26.338,-2,10000
26.338,16.486,-1.7,10000
16.486,21.554,-4,0
21.554,24.967,-6.4,10000
24.967,15.43,-8.8,10000
15.43,24.781,-9.1,0
24.781,24.975,-9.5,10000
24.975,25.164,-10,10000
25.164,25.238,-10.1,10000
25.238,25.378,-10.3,10000
25.378,21.799,-10.6,10000
21.799,25.887,-9.6,6000
25.887,22.373,-8.6,10000
22.373,22.763,-7.8,6000
22.763,27.118,-6.5,6000
27.118,27.727,-5.4,10000
27.727,27.822,-4.4,10000
27.822,23.7,-6.5,10000
23.7,23.296,-8.8,6000
23.296,22.931,-11.1,6000
22.931,16.86,-11.6,6000
16.86,22.082,-12.1,0
22.082,25.958,-12.8,6000
25.958,26.062,-12.6,10000
26.062,26.06,-12.6,10000
26.06,16.46,-12.8,10000
16.46,21.927,-12.6,0
21.927,25.585,-12.6,10000
25.585,16.027,-12.8,10000
16.027,25.237,-12.5,0
25.237,25.374,-12.3,10000
25.374,25.389,-12.1,10000
25.389,25.385,-12.3,10000
25.385,25.36,-12.5,10000
25.36,21.855,-12.8,10000
21.855,25.916,-11.3,6000
25.916,22.581,-10.1,10000
22.581,22.881,-8.8,6000
22.881,27.105,-7.9,6000
27.105,27.633,-6.9,10000
27.633,27.86,-6,10000
27.86,24.14,-6.4,10000
24.14,23.916,-6.6,6000
23.916,23.929,-7.1,6000
23.929,18.061,-6.9,6000
18.061,23.623,-6.8,0
23.623,27.675,-6.6,6000
27.675,27.87,-6.1,10000
27.87,28.143,-5.9,10000
28.143,18.429,-5.5,10000
18.429,24.047,-5.9,0
24.047,27.911,-6.1,10000
27.911,18.263,-6.6,10000
18.263,27.779,-6.8,0
27.779,28.049,-6.9,10000
28.049,28.558,-7.1,10000
28.558,29.045,-3.5,10000
29.045,29.631,-0.1,10000
29.631,25.994,3.2,10000
25.994,29.836,3.2,6000
29.836,26.153,3.2,10000
26.153,26.362,3.2,6000
26.362,30.534,2.9,6000
30.534,30.884,2.5,10000
30.884,31.068,2.2,10000
31.068,27.284,2,10000
27.284,27.244,1.8,6000
27.244,27.15,1.7,6000
27.15,21.003,0.6,6000
21.003,26.434,-0.5,0
26.434,30.279,-1.7,6000
30.279,30.295,-2,10000
30.295,30.176,-2.7,10000
30.176,20.635,-3.2,10000
20.635,26.487,-2.7,0
26.487,30.567,-2,10000
30.567,20.969,-1.7,10000
20.969,30.598,-1.6,0
30.598,30.918,-1.6,10000
30.918,31.095,-1.7,10000
31.095,31.237,-1.6,10000
31.237,31.355,-1.6,10000
31.355,27.519,-1.7,10000
27.519,31.245,-0.1,6000
31.245,27.6,1.2,10000
27.6,27.481,2.7,6000
27.481,31.208,2.4,6000
31.208,31.323,2,10000
31.323,31.685,1.7,10000
31.685,28.369,0.4,10000
28.369,28.707,-0.8,6000
28.707,28.663,-2.2,6000
28.663,22.568,-2.7,6000
22.568,28.077,-3.2,0
28.077,31.836,-3.9,6000
31.836,31.8,-4,10000
31.8,31.658,-4,10000
31.658,22.068,-4.4,10000
22.068,27.615,-3.7,0
27.615,31.58,-3.2,10000
31.58,22.016,-2.7,10000
22.016,31.493,-2.5,0
31.493,31.57,-2.2,10000
31.57,31.817,-2.2,10000
31.817,31.975,-1.8,10000
31.975,32.075,-1.7,10000
32.075,28.219,-1.7,10000
28.219,31.884,-1.6,6000
31.884,27.935,-1.6,10000
27.935,28.006,-1.7,6000
28.006,32.142,-1.3,6000
32.142,32.562,-1.2,10000
32.562,32.649,-1.1,10000
32.649,28.806,-2,10000
28.806,28.533,-3.2,6000
28.533,28.492,-4.4,6000
28.492,22.673,-4,6000
22.673,28.291,-4,0
28.291,32.071,-3.9,6000
32.071,31.887,-4.5,10000
31.887,31.759,-5.3,10000
31.759,21.949,-6,10000
21.949,27.093,-6.9,0
27.093,30.655,-7.9,10000
30.655,20.929,-8.8,10000
20.929,29.805,-9.6,0
29.805,29.629,-10.6,10000
29.629,29.709,-11.6,10000
29.709,29.98,-11,10000
29.98,30.152,-10.5,10000
30.152,26.5,-10,10000
26.5,30.473,-10.1,6000
30.473,26.862,-10.3,10000
26.862,26.837,-10.6,6000
26.837,30.681,-9.8,6000
30.681,30.885,-9.3,10000
30.885,30.887,-8.8,10000
30.887,26.956,-10.1,10000
26.956,26.434,-11.3,6000
26.434,26.23,-12.8,6000
26.23,20.186,-13.3,6000
20.186,25.35,-14.1,0
25.35,28.947,-15,6000
28.947,28.879,-16,10000
28.879,28.782,-17.1,10000
28.782,19.155,-18.2,10000
19.155,24.505,-17.5,0
24.505,28.185,-16.7,10000
28.185,18.826,-16.1,10000
18.826,28.072,-15.1,0
28.072,28.17,-14.1,10000
28.17,28.23,-13.3,10000
28.23,28.308,-12.3,10000
28.308,28.335,-11.3,10000
28.335,24.869,-10.6,10000
24.869,28.94,-9.1,6000
28.94,25.551,-7.9,10000
25.551,25.836,-6.6,6000
25.836,30.131,-4.9,6000
30.131,30.663,-3.2,10000
30.663,31.22,-1.7,10000
31.22,27.84,-0.3,10000
27.84,28.189,0.8,6000
28.189,28.181,2.2,6000
28.181,22.221,2.2,6000
22.221,27.812,2.2,0
27.812,30.536,2.2,6000
30.536,28.845,-2.2,10000
28.845,27.042,-7,10000
27.042,17.33,-11.6,10000
17.33,22.314,-13.1,0
22.314,25.613,-14.5,10000
25.613,16.226,-16.1,10000
16.226,24.826,-17.2,0
24.826,24.768,-18.6,10000
24.768,24.744,-20,10000
24.744,24.69,-19.8,10000
24.69,24.727,-19.8,10000
24.727,21.117,-20,10000
21.117,24.808,-20.1,6000
24.808,21.21,-20.2,10000
21.21,21.182,-20.6,6000
21.182,25.005,-20.2,6000
25.005,25.103,-20.1,10000
25.103,25.082,-20,10000
25.082,21.285,-20.1,10000
21.285,21.013,-20.2,6000
21.013,20.98,-20.6,6000
20.98,15.263,-20.5,6000
15.263,20.616,-20.5,0
20.616,24.17,-20.6,6000
24.17,23.984,-21.2,10000
23.984,23.774,-22,10000
23.774,13.855,-22.7,10000
13.855,18.784,-24.7,0
18.784,21.937,-26.7,10000
21.937,12.335,-28.8,10000
12.335,21.116,-29.7,0
21.116,21.028,-30.7,10000
21.028,20.564,-31.7,10000
20.564,19.828,-32.7,10000
19.828,19.136,-33.7,10000
19.136,15.798,-35,10000
15.798,19.837,-33,6000
19.837,16.83,-31.2,10000
16.83,16.805,-29.3,6000
16.805,20.429,-28.6,6000
20.429,20.536,-27.7,10000
20.536,20.571,-27.2,10000
20.571,16.849,-27.5,10000
16.849,16.557,-27.7,6000
16.557,16.289,-28.2,6000
16.289,10.307,-28.2,6000
10.307,15.395,-28.2,0
15.395,19.181,-28.2,6000
19.181,19.487,-27.5,10000
19.487,19.746,-26.7,10000
19.746,10.486,-26.1,10000
10.486,15.907,-25.2,0
15.907,19.865,-24.5,10000
19.865,10.451,-23.8,10000
10.451,19.618,-23.6,0
19.618,19.703,-23.3,10000
19.703,19.832,-23.2,10000
19.832,19.854,-23.2,10000
19.854,19.845,-23.2,10000
19.845,16.386,-23.2,10000
16.386,20.559,-22.1,6000
20.559,17.319,-21,10000
17.319,17.787,-20,6000
17.787,22.143,-18.3,6000
22.143,22.795,-17,10000
22.795,22.884,-15.6,10000
22.884,18.988,-16.3,10000
18.988,18.598,-17.2,6000
18.598,18.408,-18.2,6000
18.408,12.498,-17.5,6000
12.498,17.937,-16.7,0
17.937,21.715,-16.1,6000
21.715,21.744,-15.3,10000
21.744,21.854,-14.8,10000
21.854,12.245,-14.3,10000
12.245,17.606,-14.3,0
17.606,21.365,-14.3,10000
21.365,11.793,-14.3,10000
11.793,20.93,-14.3,0
20.93,21.04,-14.3,10000
21.04,21.04,-14.3,10000
21.04,21.166,-14.5,10000
21.166,21.154,-14.6,10000
21.154,17.268,-15,10000
17.268,20.878,-15.1,6000
20.878,17.035,-15.3,10000
17.035,17.013,-15.6,6000
17.013,20.87,-14.6,6000
20.87,21.04,-14,10000
21.04,21.263,-13.3,10000
21.263,17.707,-12.6,10000
17.707,17.725,-12.1,6000
17.725,17.919,-11.6,6000
17.919,12.384,-10.8,6000
12.384,18.233,-10.1,0
18.233,22.481,-9.3,6000
22.481,22.896,-8.1,10000
22.896,23.338,-7,10000
23.338,14.391,-6,10000
14.391,20.816,-2,0
20.816,25.657,1.7,10000
25.657,15.991,5.5,10000
15.991,25.663,5,0
25.663,25.858,4.5,10000
25.858,25.981,3.9,10000
25.981,26.123,3.5,10000
26.123,26.311,3.2,10000
26.311,22.63,2.7,10000
22.63,26.804,3.5,6000
26.804,23.275,4.3,10000
23.275,23.493,5,6000
23.493,27.708,4.5,6000
27.708,28.083,4.3,10000
28.083,28.302,3.9,10000
28.302,24.506,3.5,10000
24.506,24.443,3.2,6000
24.443,24.392,2.7,6000
24.392,18.325,2.2,6000
18.325,23.922,1.7,0
23.922,27.985,1.1,6000
27.985,28.198,0.4,10000
28.198,28.34,-0.3,10000
28.34,18.535,-1.1,10000
18.535,24.325,-0.3,0
24.325,28.521,0.4,10000
28.521,18.626,1.1,10000
18.626,28.081,0.5,0
28.081,28.093,0,10000
28.093,27.955,-0.6,10000
27.955,27.789,-2,10000
27.789,27.571,-3.4,10000
27.571,24.071,-5,10000
24.071,28.432,-3.2,6000
28.432,25.175,-1.6,10000
25.175,25.467,0,6000
25.467,29.65,0.6,6000
29.65,30.064,1.1,10000
30.064,30.277,1.7,10000
30.277,26.489,1.5,10000
26.489,26.442,1.2,6000
26.442,26.524,1.1,6000
26.524,20.584,1.1,6000
20.584,26.3,1.1,0
26.3,30.319,1.1,6000
30.319,30.46,1.2,10000
30.46,30.531,1.5,10000
30.531,20.691,1.7,10000
20.691,26.182,0.8,0
26.182,29.982,0.2,10000
29.982,20.257,-0.6,10000
20.257,29.623,-1,0
29.623,29.697,-1.6,10000
29.697,29.735,-2.2,10000
29.735,29.798,-2.5,10000
29.798,29.808,-2.7,10000
29.808,25.704,-3.2,10000
25.704,29.047,-4.5,6000
29.047,24.927,-5.8,10000
24.927,24.506,-7.1,6000
24.506,27.796,-9.1,6000
27.796,27.487,-11.1,10000
27.487,27.118,-13.3,10000
27.118,22.936,-14.3,10000
22.936,22.321,-15.5,6000
22.321,22.147,-16.7,6000
22.147,16.544,-17,6000
16.544,21.944,-17.2,0
21.944,25.571,-17.7,6000
25.571,25.502,-18.7,10000
25.502,25.364,-19.8,10000
25.364,15.491,-21.1,10000
15.491,20.35,-22.8,0
20.35,23.511,-24.7,10000
23.511,13.941,-26.7,10000
13.941,22.914,-26.7,0
22.914,22.835,-26.8,10000
22.835,22.888,-27.2,10000
22.888,23.098,-25.7,10000
23.098,23.206,-24.5,10000
23.206,19.59,-23.2,10000
19.59,23.367,-21.7,6000
23.367,19.836,-20.2,10000
19.836,20.002,-18.8,6000
20.002,23.997,-17.5,6000
23.997,24.373,-16.2,10000
24.373,24.328,-15,10000
24.328,20.521,-15.1,10000
20.521,20.306,-15.3,6000
20.306,20.218,-15.6,6000
20.218,14.439,-15.3,6000
14.439,19.821,-15.1,0
19.821,23.474,-15,6000
23.474,23.395,-14.6,10000
23.395,23.415,-14.5,10000
23.415,14.049,-14.3,10000
14.049,19.499,-14.1,0
19.499,23.286,-14,10000
23.286,13.999,-13.8,10000
13.999,23.368,-13.6,0
23.368,23.526,-13.3,10000
23.526,23.557,-13.3,10000
23.557,23.733,-14,10000
23.733,23.756,-14.6,10000
23.756,19.97,-15.6,10000
19.97,23.591,-15.6,6000
23.591,19.873,-15.8,10000
19.873,20.003,-16.1,6000
20.003,24.035,-15.6,6000
24.035,24.428,-15.3,10000
24.428,24.662,-15,10000
24.662,20.819,-16,10000
20.819,20.487,-17.1,6000
20.487,20.596,-18.2,6000
20.596,14.981,-17.2,6000
14.981,20.764,-16.3,0
20.764,24.661,-15.6,6000
24.661,24.597,-15.5,10000
24.597,24.575,-15.5,10000
24.575,14.976,-15.6,10000
14.976,20.447,-15.1,0
20.447,24.324,-14.6,10000
24.324,14.704,-14.3,10000
14.704,23.924,-14.3,0
23.924,24.02,-14.3,10000
24.02,24.03,-14.3,10000
24.03,24.047,-14.5,10000
24.047,23.884,-14.6,10000
23.884,20.209,-15,10000
20.209,23.994,-14.8,6000
23.994,20.239,-14.8,10000
20.239,20.252,-15,6000
20.252,24.278,-14.5,6000
24.278,24.5,-14.1,10000
24.5,24.407,-13.8,10000
24.407,20.51,-14.1,10000
20.51,20.172,-14.5,6000
20.172,19.937,-15,6000
19.937,13.937,-15.5,6000
13.937,19.243,-16,0
19.243,22.675,-16.7,6000
22.675,22.146,-18.3,10000
22.146,21.629,-20.2,10000
21.629,12.157,-22.2,10000
12.157,17.483,-21.6,0
17.483,21.242,-21,10000
21.242,11.765,-20.6,10000
11.765,20.762,-20.8,0
20.762,20.706,-21.2,10000
20.706,20.808,-21.7,10000
20.808,20.931,-21,10000
20.931,21.183,-20.5,10000
21.183,17.79,-20,10000
17.79,22.08,-17.7,6000
22.08,19.003,-15.3,10000
19.003,19.444,-13.3,6000
19.444,23.833,-12.1,6000
23.833,24.55,-11,10000
24.55,24.879,-10,10000
24.879,21.184,-10.1,10000
21.184,21.07,-10.3,6000
21.07,20.984,-10.6,6000
20.984,15.047,-10.5,6000
15.047,20.557,-10.5,0
20.557,24.561,-10.6,6000
24.561,24.855,-10.3,10000
24.855,25.105,-10.1,10000
25.105,15.268,-10,10000
15.268,20.645,-10.8,0
20.645,24.339,-11.8,10000
24.339,14.866,-12.8,10000
14.866,24.605,-11.8,0
24.605,24.969,-10.8,10000
24.969,25.175,-10,10000
25.175,25.315,-9.6,10000
25.315,25.461,-9.5,10000
25.461,21.785,-9.3,10000
21.785,25.877,-8,6000
25.877,22.452,-6.8,10000
22.452,22.719,-5.5,6000
22.719,26.944,-5.3,6000
26.944,27.367,-5,10000
27.367,27.407,-5,10000
27.407,23.528,-6,10000
23.528,23.119,-7,6000
23.119,22.93,-8.3,6000
22.93,16.889,-9,6000
16.889,22.196,-9.6,0
22.196,25.682,-10.6,6000
25.682,25.381,-10.8,10000
25.381,24.996,-11.1,10000
24.996,15.573,-11.6,10000
15.573,20.988,-11.1,0
20.988,24.765,-10.8,10000
24.765,15.354,-10.6,10000
15.354,24.442,-10.6,0
24.442,24.479,-10.8,10000
24.479,24.752,-11.1,10000
24.752,25.093,-11,10000
25.093,25.306,-11,10000
25.306,21.812,-11.1,10000
21.812,25.883,-9.8,6000
25.883,22.4,-8.8,10000
22.4,22.824,-7.8,6000
22.824,27.286,-6.5,6000
27.286,27.921,-5.4,10000
27.921,28.256,-4.4,10000
28.256,24.437,-4.6,10000
24.437,24.388,-5,6000
24.388,24.362,-5.5,6000
24.362,18.359,-5.5,6000
18.359,24.047,-5.5,0
24.047,28.006,-5.5,6000
28.006,28.12,-5.6,10000
28.12,28.193,-5.8,10000
28.193,18.118,-6,10000
18.118,23.323,-7.3,0
15.723,25.872,-4.8,0
25.872,26.289,-4,10000
26.289,22.619,-3.5,10000
22.619,16.668,-3,6000
16.668,16.298,-2.7,0
16.298,22.052,-2.5,0
22.052,22.226,-2.2,6000
22.226,22.269,-1.8,6000
22.269,26.301,-1.7,6000
26.301,26.596,-1.7,10000
26.596,16.997,-1.3,10000
16.997,22.613,-1.2,0
22.613,16.755,-1.1,6000
16.755,26.278,-1.6,0
26.278,16.658,-2,10000
16.658,22.179,-2.7,0
22.179,22.157,-3,6000
22.157,25.924,-3.4,6000
25.924,22.187,-3.9,10000
22.187,26.01,-4,6000
26.01,22.152,-4,10000
22.152,22.09,-4.4,6000
22.09,22.086,-4.3,6000
22.086,16.208,-4.3,0
16.208,25.606,-4.4,0
25.606,25.724,-4.6,10000
25.724,21.896,-5,10000
21.896,15.913,-5.5,6000
15.913,15.436,-6.5,0
15.436,20.879,-7.6,0
20.879,21.242,-8.8,6000
21.242,21.714,-7.3,6000
21.714,26.151,-5.8,6000
26.151,26.648,-4.4,10000
26.648,17.252,-3.4,10000
17.252,23.078,-2.5,0
23.078,17.378,-1.7,6000
17.378,26.922,-2.9,0
26.922,17.303,-4.1,10000
17.303,22.845,-5.5,0
22.845,22.823,-5.9,6000
22.823,26.616,-6.1,6000
26.616,22.509,-6.6,10000
22.509,26.027,-7.9,6000
26.027,21.851,-9.1,10000
21.851,21.948,-10.6,6000
21.948,22.244,-9.6,6000
22.244,16.469,-8.6,0
16.469,26.39,-7.8,0
26.39,26.868,-6.5,10000
26.868,23.369,-5.4,10000
23.369,17.497,-4.4,6000
17.497,17.303,-3.2,0
17.303,23.162,-2,0
23.162,23.272,-1.1,6000
23.272,23.419,0.4,6000
23.419,27.551,1.7,6000
27.551,27.933,3.2,10000
27.933,18.604,3.2,10000
18.604,24.458,3.2,0
24.458,18.731,3.2,6000
18.731,28.154,2.7,0
28.154,18.675,2.2,10000
18.675,24.014,1.7,0
24.014,23.857,-0.6,6000
23.857,27.575,-3,6000
27.575,23.786,-5.5,10000
23.786,27.639,-5.5,6000
27.639,23.878,-5.5,10000
23.878,23.855,-5.5,6000
23.855,23.798,-5.3,6000
23.798,17.828,-5,0
17.828,27.195,-5,0
27.195,27.183,-5.5,10000
27.183,23.152,-6.4,10000
23.152,17.179,-7.1,6000
17.179,16.807,-7.6,0
16.807,22.403,-8.1,0
22.403,22.785,-8.8,6000
22.785,23.256,-7.3,6000
23.256,27.734,-5.8,6000
27.734,28.134,-4.4,10000
28.134,18.471,-4,10000
18.471,24.09,-4,0
24.09,18.198,-3.9,6000
18.198,27.572,-4.6,0
27.572,17.762,-5.6,10000
17.762,23.043,-6.6,0
23.043,22.836,-7,6000
22.836,26.353,-7.3,6000
26.353,22.54,-7.8,10000
22.54,26.264,-7.5,6000
26.264,22.505,-7.3,10000
22.505,22.316,-7.1,6000
22.316,22.23,-7,6000
22.23,16.404,-7,0
16.404,25.574,-7.1,0
25.574,25.551,-7.3,10000
25.551,21.759,-7.5,10000
21.759,15.988,-7.8,6000
15.988,15.697,-7.6,0
15.697,21.211,-7.6,0
21.211,21.159,-7.8,6000
21.159,21.06,-8.1,6000
21.06,24.793,-8.3,6000
24.793,24.968,-8.8,10000
24.968,15.557,-9.1,10000
15.557,21.056,-9.5,0
21.056,15.197,-10,6000
15.197,24.356,-10.6,0
24.356,14.847,-11.3,10000
14.847,20.212,-12.1,0
20.212,20.228,-12.5,6000
20.228,23.909,-12.8,6000
23.909,20.264,-13.3,10000
20.264,24.1,-13.3,6000
24.1,20.446,-13.6,10000
20.446,20.319,-13.8,6000
20.319,20.058,-14.1,6000
20.058,14.004,-14.5,0
14.004,23.131,-15,0
23.131,22.964,-16.2,10000
22.964,18.76,-17.5,10000
18.76,12.611,-18.8,6000
12.611,12.042,-19.7,0
12.042,17.263,-20.7,0
17.263,17.171,-21.7,6000
17.171,17.088,-21.6,6000
17.088,20.667,-21.6,6000
20.667,20.994,-21.7,10000
20.994,11.731,-21.2,10000
11.731,17.457,-20.8,0
17.457,11.759,-20.6,6000
11.759,20.964,-21,0
20.964,11.297,-21.6,10000
11.297,16.481,-22.2,0
16.481,16.186,-22.7,6000
16.186,19.639,-23.6,6000
19.639,15.814,-24.3,10000
15.814,19.296,-25.1,6000
19.296,15.298,-25.7,10000
15.298,14.988,-26.7,6000
14.988,14.835,-27.1,6000
14.835,8.8323,-27.7,0
8.8323,18.103,-28.2,0
18.103,18.188,-28.2,10000
18.188,14.51,-28.2,10000
14.51,8.4463,-28.2,6000
8.4463,7.8979,-29,0
7.8979,13.14,-29.7,0
13.14,13.426,-30.6,6000
13.426,13.793,-28.3,6000
13.793,18.051,-26.3,6000
18.051,18.506,-24.3,10000
18.506,9.1762,-23.3,10000
9.1762,15.015,-22.5,0
15.015,9.2652,-21.7,6000
9.2652,18.715,-22,0
18.715,9.0848,-22.2,10000
9.0848,14.462,-22.7,0
14.462,14.348,-23.1,6000
14.348,18.001,-23.3,6000
18.001,14.242,-23.8,10000
14.242,18.04,-22.7,6000
18.04,14.331,-21.6,10000
14.331,14.642,-20.6,6000
14.642,15.051,-18.2,6000
15.051,9.5358,-16,0
9.5358,19.328,-13.8,0
19.328,19.632,-12.8,10000
19.632,15.987,-11.8,10000
15.987,10.428,-11.1,6000
10.428,10.531,-9.1,0
10.531,16.695,-7.3,0
16.695,16.979,-5.5,6000
16.979,17.234,-3,6000
17.234,21.418,-0.6,6000
21.418,21.806,1.7,10000
21.806,12.417,1.5,10000
12.417,18.168,1.2,0
18.168,12.447,1.1,6000
12.447,22.04,0.4,0
22.04,12.471,-0.3,10000
12.471,18.104,-1.1,0
18.104,18.197,-1.6,6000
18.197,22.07,-2,6000
22.07,18.274,-2.7,10000
18.274,22.124,-2.2,6000
22.124,18.352,-2,10000
18.352,18.007,-1.7,6000
18.007,17.612,-4,6000
17.612,11.342,-6.4,0
11.342,20.762,-8.8,0
20.762,21.014,-9.1,10000
21.014,17.288,-9.5,10000
17.288,11.421,-10,6000
11.421,11.148,-10.1,0
11.148,16.903,-10.3,0
16.903,17.154,-10.6,6000
17.154,17.441,-9.6,6000
17.441,21.619,-8.6,6000
21.619,22.262,-7.8,10000
22.262,13.038,-6.5,10000
13.038,19.179,-5.4,0
19.179,13.294,-4.4,6000
13.294,22.62,-6.5,0
22.62,12.698,-8.8,10000
12.698,18.044,-11.1,0
18.044,17.92,-11.6,6000
17.92,21.502,-12.1,6000
21.502,17.826,-12.8,10000
17.826,21.662,-12.6,6000
21.662,17.868,-12.6,10000
17.868,17.816,-12.8,6000
17.816,17.785,-12.6,6000
17.785,11.715,-12.6,0
11.715,21.203,-12.8,0
21.203,21.316,-12.5,10000
21.316,17.567,-12.3,10000
17.567,11.616,-12.1,6000
11.616,11.285,-12.3,0
11.285,16.854,-12.5,0
16.854,17.13,-12.8,6000
17.13,17.435,-11.3,6000
17.435,21.703,-10.1,6000
21.703,22.253,-8.8,10000
22.253,13.002,-7.9,10000
13.002,19.029,-6.9,0
19.029,13.327,-6,6000
13.327,22.952,-6.4,0
22.952,13.275,-6.6,10000
13.275,18.932,-7.1,0
18.932,19.01,-6.9,6000
19.01,22.93,-6.8,6000
22.93,19.368,-6.6,10000
19.368,23.321,-6.1,6000
23.321,19.736,-5.9,10000
19.736,19.683,-5.5,6000
19.683,19.732,-5.9,6000
19.732,13.674,-6.1,0
13.674,23.41,-6.6,0
23.41,23.656,-6.8,10000
23.656,19.916,-6.9,10000
19.916,14.273,-7.1,6000
14.273,14.457,-3.5,0
14.457,20.776,-0.1,0
20.776,21.02,3.2,6000
21.02,21.09,3.2,6000
21.09,25.113,3.2,6000
25.113,25.574,3.2,10000
25.574,16.07,2.9,10000
16.07,21.969,2.5,0
21.969,16.107,2.2,6000
16.107,25.894,2,0
25.894,16.199,1.8,10000
16.199,21.868,1.7,0
21.868,21.787,0.6,6000
21.787,25.559,-0.5,6000
25.559,21.724,-1.7,10000
21.724,25.543,-2,6000
25.543,21.612,-2.7,10000
21.612,21.722,-3.2,6000
21.722,21.987,-2.7,6000
21.987,16.08,-2,0
16.08,25.976,-1.7,0
25.976,26.286,-1.6,10000
26.286,22.564,-1.6,10000
22.564,16.543,-1.7,6000
16.543,16.318,-1.6,0
16.318,22.214,-1.6,0
22.214,22.34,-1.7,6000
22.34,22.354,-0.1,6000
22.354,26.407,1.2,6000
26.407,26.552,2.7,10000
26.552,17.065,2.4,10000
17.065,22.656,2,0
22.656,17.095,1.7,6000
17.095,26.909,0.4,0
26.909,17.555,-0.8,10000
17.555,23.268,-2.2,0
23.268,23.245,-2.7,6000
23.245,27.094,-3.2,6000
27.094,23.178,-3.9,10000
